name	id	primary_date	secondary_dates	death	info_pieces	spelling_variants	attributes
Tomassi	4057	25/März	NA	1337	[Camaldulenser] A.S.	NA	eremite$beati,beate	
Thome Dec, 21: Ueberall als *, mit Vigilia (	4058	20/December	NA	NA	NA	NA	apostoli	
Thome  Cantuarien	4059	29/December	30/December$7/Juni$5/Januar$14/Juli$7/Juli	1170, can. 1173	Fast überall, vielfach *.$December 30 :  Apt.$Octava  Januar 5 :  Trondhjem. - [Canterbury] D. Exeter, Salisbury.$Translatio (1223)  Juli 7 :  Erfurt, Halberstadt, Hamburg. - Lund, Trondhjem. - Lyon, Paris, Rouen, Senlis, Tournai. - Aberdon, [Canterbury] D., Durham, Exeter, *London (Westminster), *Salisbury, Worcester, *York.$(Translatio)  Juli 14 :  Regensburg.$Reliquiarum adventus  Juni 7 :  Paderborn.	NA	archiepiscopi$martiris,martirum$episcopi,episcoporum	
Thome de Aquino	4060	7/März	28/Januar$8/März$18/Juli	1274, can. 1333	In zahlreichen Diöcesan- und Ordenskalendern.$* und mit 8a (am 14. März): Dominicaner.$März 8 :  Sevilla.$Translatio  Januar 28 :  *Dominicaner.$Canonisatio  Juli 18 :  [Dominicaner] D.	NA	confessoris	
Thome (de Cantilupe) Hereforden	4061	25/August	2/October	1282	October 2 :  Durham, Salisbury, Worcester, York.	NA	episcopi,episcoporum$confessoris	
Thome de Cor	4062	28/Februar	NA	NA	NA	NA	confessoris$beati,beate	
Thome comitis Lancastrie	4063	22/März	NA	1321	[England] Potth.	NA	martiris,martirum$beati,beate	
Thome Cursini ord, servorum Marie	4064	21/Juni	NA	NA	NA	NA	confessoris$beati,beate	
Thome Mori cancellarii	4065	6/Juli	NA	1535	[London] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Thome de S. Victore	4066	17/August	9/März	1133	[Rouen, Gournay] D.$Translatio (1667)  März 9 :  [Rouen] D.	NA	martiris,martirum$beati,beate	
Thome Farfen	4067	10/September	NA	NA	NA	NA	abbatis$virginis,virginum_or_(vor_Namen)_venerabilis	
Thome a Villanova Valentinen, ord. August	4068	8/September	18/September$22/September	1555,	September 18 :  [Valencia] D.$Im heut. Cal. Rom. auf  September 22  verschoben.	NA	archiepiscopi$confessoris$sancti,sancte	
Thome Mediolanen	4069	1/October	NA	NA	NA	NA	archiepiscopi$beati,beate	
Thome Helie	4070	19/October	NA	1257	[Coutances, Biville] A.S.	NA	presbyteri$beati,beate	
Thome Florentini ord. fr. min. strict. observ	4071	31/October	NA	1447	[Rieti] A.S.	NA	beati,beate	
Torelli ord. Vallumbros	4072	16/März	NA	1282	[Poppi] A.S.	NA	solitarii$beati,beate	
Thorfinni Hamaren	4073	8/Januar	NA	1200	[Hamar] A.S.	NA	episcopi,episcoporum$beati,beate	
Thorkilli Osloen	4074	12/November	NA	NA	NA	NA	episcopi,episcoporum	
Torlaci (Skalholten.)	4075	23/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Torpetis (Tropetis)	4076	17/Mai	14/Februar	NA	NA	Tropetis	martiris,martirum	
Torquati	4077	1/Mai	14/Februar	NA	NA	Tronqueti	episcopi,episcoporum$sociorum,sociis	
Torquati (Tronqueti) Tricastini	4078	31/Januar	14/Februar	NA	NA	Tronqueti	episcopi,episcoporum	
Torquetis	4079	15/Mai	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Toscane de Tebeto ord. Johannis (saec. XIV.)	4080	14/Juli	NA	NA	NA	NA	sancti,sancte$vidue	
Tozzonis Augustani	4081	16/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Tranquilli S. Benigni Divionen	4082	15/März	NA	NA	NA	NA	abbatis	
Tranquillini	4083	6/Juli	NA	NA	NA	NA	martiris,martirum	
Thrasonis	4084	11/December	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Tremorii	4085	8/November	NA	NA	NA	NA	confessoris	
Trepete	4086	7/Mai	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Tresani	4087	7/Februar	NA	NA	NA	NA	presbyteri$confessoris	
Treverii	4088	16/Januar	NA	NA	NA	NA	monachi	
Tricenarium solenne	4089	18/September	NA	NA	NA	NA	NA	
Triduane non	4090	8/October	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Triginta (militum)	4091	22/December	NA	NA	NA	NA	martiris,martirum	
Trinitatis festum	4092	22/Mai	14/Februar	NA	NA	Tremorii	NA	
Tryphonie	4093	18/October	NA	NA	NA	NA	martiris,martirum$vidue	
Triphonis	4094	3/Februar	14/Februar	NA	NA	Trifonis	martiris,martirum	
Triphonis, Respicii et Nymphe	4095	10/November	14/Februar	NA	NA	Trifonis$Respicii$Nymphe	martiris,martirum	
Trojani Sanctonen	4096	30/November	NA	NA	NA	NA	episcopi,episcoporum	
Trojecie	4097	9/Juni	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Trojecii (Troesii)	4098	17/October	14/Februar	NA	NA	Troesii	abbatis$confessoris	
Trophime (Trophimene) (translatio 1050)	4099	5/Juli	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Trophimi	4100	18/September	NA	NA	NA	NA	martiris,martirum	
Trophimi et al. (Trophini)	4101	28/November	NA	NA	NA	NA	martiris,martirum	
Trophimi Arelaten	4102	29/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Trudberti	4103	26/April	NA	NA	NA	NA	martiris,martirum	
Trudonis November.23: Lüttich (auch	4104	24/November	NA	NA	NA	NA	presbyteri$confessoris	
Trumvini (Tumme) Streneashalen	4105	10/Februar	14/Februar	NA	NA	Tumme	episcopi,episcoporum	
Tudini Corisopiten	4106	9/Mai	NA	NA	NA	NA	abbatis	
Tudyr	4107	26/October	NA	NA	NA	NA	confessoris	
Tudoni (Tudoeli)	4108	17/Mai	NA	NA	NA	NA	solitarii	
Tugdoni et Tugdonie	4109	25/October	NA	NA	NA	NA	eremite	
Tugduali Lexovien	4110	30/November	NA	NA	NA	NA	episcopi,episcoporum	
Tujani	4111	1/Februar	NA	NA	NA	NA	abbatis	
Tullie	4112	5/October	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Turboni	4113	17/Januar	NA	NA	NA	NA	martiris,martirum	
Turketuli Crulanden	4114	11/Juli	NA	NA	NA	NA	abbatis$virginis,virginum_or_(vor_Namen)_venerabilis	
Turiani Dolen	4115	13/Juli	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Turibii (Toribii) Astoricen	4116	16/April	14/Februar	NA	NA	Toribii	episcopi,episcoporum$confessoris	
Turibii	4117	24/Juli	14/Februar	NA	NA	Toribii	martiris,martirum$sociorum,sociis	
Thuribii Cenomanen	4118	16/April	NA	NA	NA	NA	episcopi,episcoporum	
Turibii ord. Ben	4119	11/November	14/Februar	NA	NA	Toribii	monachi$sancti,sancte	
Turpini Lemovicen	4120	26/Juli	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$episcopi,episcoporum	
Turturini	4121	28/September	NA	NA	NA	NA	NA	
Tusce	4122	10/Juli	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Tussani ord. Bened	4123	25/November	NA	NA	NA	NA	presbyteri$sancti,sancte	
Tutii	4124	9/September	NA	NA	NA	NA	solitarii	
Tutilonis ord. Ben	4125	28/März	NA	NA	NA	NA	monachi$sancti,sancte$beati,beate	
Tutonis Ratisbonen	4126	10/October	NA	NA	NA	NA	episcopi,episcoporum$beati,beate	
Ubaldesce ord. Johannis	4127	28/Mai	NA	1206	[Pisa] A.S. |178|	NA	virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte	
Ubaldi (Eubaldi, Theobaldi) Eugubini	4128	16/Mai	14/Februar	1160, can. 1192	Brixen, Ratzeburg (Theob.). - [Gubbio] A.S., Turin. - Franciscaner.	Eubaldi	episcopi,episcoporum	
Ubaldi de Ademaro ord. servorum Marie	4129	10/April	14/Februar	NA	NA	Eubaldi	confessoris$beati,beate	
Udalrici (Vuldarici, Olderici, Ulrici) Augustani	4130	4/Juli	14/Februar	NA	NA	Olderici$Vuldarici$Ulrici	episcopi,episcoporum$confessoris	
Udalrici prioris Cellen. ord. Bened	4131	10/Juli	14/Februar	1093	[Konstanz] A.S.	Olderici$Vuldarici$Ulrici	sancti,sancte	
Udegebe	4132	28/Juni	NA	1197	[Mainz, Spanheim] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Udevolde ord. Cisterc. in monast. Montis Walpurgis	4133	12/August	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte	
Ugolini ord. eremit. Augustini	4134	21/März	14/Februar	1470	[Cortona] A.S.	Hugolini	sancti,sancte$beati,beate	
Ugolini Magaloti sol	4135	11/December	14/Februar	ca. 1291	[Camerino] D.	Hugolini	beati,beate	
Uguzonis (Luguzonis)	4136	12/Juli	NA	NA	NA	NA	martiris,martirum	
Ulfacii	4137	9/September	NA	NA	NA	NA	eremite	
Ulfrici	4138	20/Februar	NA	NA	NA	NA	presbyteri$eremite$beati,beate	
Ulfridi	4139	18/Januar	NA	1028	[Schweden] A.S.	NA	martiris,martirum	
Ulphi	4140	22/Januar	NA	NA	NA	NA	martiris,martirum	
Ulphie (Offe) non	4141	31/Januar	14/Februar	NA	NA	Offe	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Ulphini Dien	4142	20/März	NA	NA	NA	NA	episcopi,episcoporum	
Ultani Fossen	4143	1/Mai	NA	NA	NA	NA	abbatis	
Undecim milium (Ursule et sodalium )	4144	21/October	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Uniaci	4145	2/August	NA	NA	NA	NA	abbatis	
Unnis Hamburgen	4146	21/October	NA	NA	NA	NA	archiepiscopi	
Urani	4147	27/September	NA	NA	NA	NA	episcopi,episcoporum	
Urbani (I.)	4148	25/Mai	NA	NA	NA	NA	pape$martiris,martirum	
Urbani Lingonen	4149	23/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Urbani	4150	23/November	NA	NA	NA	NA	confessoris	
Urbani Teanen	4151	7/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Urbani (V.)	4152	19/December	NA	1370	[Avignon] D., [Marseille] D.	NA	pape$virginis,virginum_or_(vor_Namen)_venerabilis	
Urbici Claromontani	4153	3/April	NA	NA	NA	NA	episcopi,episcoporum	
Urbicii Meten	4154	20/März	NA	NA	NA	NA	episcopi,episcoporum	
Urbitii	4155	30/Mai	NA	NA	NA	NA	monachi	
Urbitii Burdegalen	4156	15/December	NA	NA	NA	NA	solitarii	
Ursi	4157	30/September	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Ursi (2)	4158	1/Februar	NA	NA	NA	NA	presbyteri$confessoris	
Ursi Trecen	4159	26/Juli	NA	NA	NA	NA	episcopi,episcoporum	
Ursi Ravennatis cf	4160	13/April	NA	NA	NA	NA	episcopi,episcoporum	
Ursi Fanen	4161	15/Mai	NA	NA	NA	NA	episcopi,episcoporum	
Ursi (3)	4162	28/Juli	NA	NA	NA	NA	abbatis$confessoris	
Ursi Autissiodoren	4163	30/Juli	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Ursicini (Ursani) ( Luxovien.)	4164	20/December	14/Februar	NA	NA	Ursani	monachi$confessoris	
Ursicini medici	4165	19/Juni	14/Februar	NA	NA	Ursani	martiris,martirum	
Ursicini Ticinen	4166	21/Juni	14/Februar	NA	NA	Ursani	episcopi,episcoporum$confessoris	
Ursicini Senonen	4167	24/Juli	14/Februar	NA	NA	Ursani	episcopi,episcoporum$confessoris	
Ursicini Ravennatis	4168	5/September	14/Februar	NA	NA	Ursani	episcopi,episcoporum$beati,beate	
Ursicini Brixien	4169	1/December	14/Februar	NA	NA	Ursani	episcopi,episcoporum	
Ursici(n)i Cadurcen	4170	13/December	NA	NA	NA	NA	episcopi,episcoporum	
Ursii	4171	3/Mai	NA	NA	NA	NA	martiris,martirum	
Ursini Bituricen	4172	29/December	14/Februar	NA	NA	Ursi	archiepiscopi	
Ursi(ni) Neapolitani	4173	21/Februar	NA	NA	NA	NA	episcopi,episcoporum	
Ursini	4174	17/Juni	14/Februar	NA	NA	Ursi	NA	
Ursionis	4175	29/September	NA	NA	NA	NA	confessoris	
Ursmari	4176	18/April	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Ursule Benincase fundatricis Theatinarum	4177	20/October	NA	1618	[Neapel] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Ursuline ord. Carthus	4178	7/April	NA	1410	[Parma] A.S., [Verona] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis$beati,beate	
Utonis Metamen	4179	3/October	NA	NA	NA	NA	abbatis$confessoris$beati,beate	
Walberti et Bertilie uxoris (can. um 1630)	4180	11/Mai	14/Februar	NA	NA	Bertilie	confessoris	
Walderici (Balderici, Galderici, Gauderici)	4181	16/October	14/Februar	NA	NA	Bauderici cf.$Balderici$Gauderici$Galderici	confessoris	
Waldetrudis (continentis, Castrilocen.)	4182	3/Februar	14/Februar	NA	NA	Baldi	abbatis$virginis,virginum_or_(vor_Namen)_venerabilis	
Waldrade	4183	5/Mai	NA	NA	NA	NA	abbatis	
Valentini Rome	4184	14/Februar	14/Februar	NA	NA	Valentis ep. Veronen,	presbyteri$martiris,martirum	
Valentini Pataven	4185	7/Januar	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum$confessoris	
Valentini	4186	21/Mai	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum	
Valentini Treveren	4187	16/Juli	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum	
Valentini ( et Hilarii )	4188	3/November	14/Februar	NA	NA	Valentis ep. Veronen,	diaconi$presbyteri$martiris,martirum	
Valentini et Concordis	4189	16/December	14/Februar	NA	NA	Concordis$Valentis ep. Veronen,	martiris,martirum	
Valentini Terracinen. et Damiani	4190	16/März	14/Februar	NA	NA	Valentis ep. Veronen,	diaconi$martiris,martirum$episcopi,episcoporum	
Valentini (2)	4191	29/April	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum$sociorum,sociis	
Valentini Januen	4192	2/Mai	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum	
Valentini Tungren. et Candidi Trajecti ad Mosam	4193	7/Juni	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum	
Valentini (3)	4194	4/Juli	14/Februar	NA	NA	Valentis ep. Veronen,	presbyteri$confessoris	
Valentini (Valentis) Veronen	4195	26/Juli	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum	
Valentini (4)	4196	25/October	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum	
Valentini, Feliciani, Victorini	4197	11/November	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum	
Valentini, Solutoris et Victoris	4198	13/November	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum	
Valentini (5)	4199	14/November	14/Februar	NA	NA	Valentis ep. Veronen,	NA	
Valentiniani et Leontii	4200	20/August	14/Februar	NA	NA	Valentis ep. Veronen,	martiris,martirum	
Valentiniani Salernitani	4201	3/November	14/Februar	NA	NA	Valentis ep. Veronen,	episcopi,episcoporum	
Valentis	4202	21/Mai	NA	NA	NA	NA	martiris,martirum	
Valeriani	4203	7/September	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Valeriani (2)	4204	15/September	NA	NA	NA	NA	martiris,martirum	
Valeriani (Abbenzani)	4205	15/December	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum$confessoris	
Valeriani (3)	4206	12/Februar	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Valeriani (4)	4207	4/Mai	NA	NA	NA	NA	martiris,martirum	
Valeriani et Valerii Autissiodoren	4208	6/Mai	NA	NA	NA	NA	episcopi,episcoporum	
Valeriani, Macrini et Gordiani	4209	17/September	14/Februar	NA	NA	Gordiani$Macrini	martiris,martirum	
Valeriani Aquilejen	4210	27/November	14/Februar	NA	NA	- ep. Nicien. s. Valerii	episcopi,episcoporum	
Valerici (Walarici)	4211	12/December	14/Februar	NA	NA	Walarici	abbatis$confessoris	
Valerici	4212	10/Januar	14/Februar	NA	NA	Walarici	eremite	
Valerie conjugis S. Vitalis	4213	28/April	14/Februar	NA	NA	Valeriane	martiris,martirum	
Valerie	4214	9/December	14/Februar	NA	NA	Valeriane	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Valerie (Valeriane) et Pollene	4215	8/October	14/Februar	NA	NA	Valeriane	NA	
Valerii (Trev.)	4216	29/Januar	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Valerii Caesaraugustani	4217	29/Januar	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum$confessoris	
Valerii et Dionysii	4218	9/Juni	14/Februar	NA	NA	Dionysii	martiris,martirum	
Valerii	4219	15/September	NA	NA	NA	NA	martiris,martirum	
Valerii (2)	4220	22/October	NA	NA	NA	NA	diaconi$martiris,martirum	
Valerii Surrentini	4221	16/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Valerii Vivarien	4222	22/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Valerii Luocn	4223	29/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Valerii Ravennatis	4224	15/März	NA	NA	NA	NA	archiepiscopi$beati,beate	
Valerii (3)	4225	3/Juni	NA	NA	NA	NA	martiris,martirum	
Valerii Consorannen	4226	5/Juli	NA	NA	NA	NA	episcopi,episcoporum	
Valerii Nicien	4227	24/Juli	14/Februar	NA	NA	Valeriani et Valerii	episcopi,episcoporum	
Walfridi Palatioli in Monte Viridi	4228	15/Februar	NA	NA	NA	NA	abbatis	
Walfridi et Ratfridi	4229	3/December	NA	NA	NA	NA	martiris,martirum	
Walheri	4230	23/Juni	NA	NA	NA	NA	presbyteri	
Walimberti (Garimberti)	4231	31/December	14/Februar	NA	NA	Garimberti	eremite	
Valis	4232	21/Mai	NA	NA	NA	NA	presbyteri	
Walperti ( Luxovien.)	4233	2/Mai	14/Februar	NA	NA	Walberti$Waldeberti	abbatis$episcopi,episcoporum$confessoris	
Walpurgis (canonisatio)	4234	1/Mai	14/Februar	NA	NA	Walburgis	virginis,virginum_or_(vor_Namen)_venerabilis	
Walteni ord. Cisterc	4235	3/August	NA	1159	[Schottland] A.S.	NA	abbatis	
Walteri de Birbeke nobilis	4236	22/Januar	14/Februar	ca. 1220	[Brabant] A.S.	Gualteri	beati,beate	
Wamberti	4237	26/Juni	NA	NA	NA	NA	martiris,martirum	
Vandaleni	4238	21/October	NA	NA	NA	NA	abbatis	
Vandonis Fontanellen	4239	17/April	NA	NA	NA	NA	abbatis	
Wandregisili Fontanellen	4240	22/Juli	NA	NA	NA	NA	abbatis$confessoris	
Vaningi	4241	9/Januar	NA	NA	NA	NA	confessoris	
Varini Igniacen	4242	19/August	NA	NA	NA	NA	abbatis	
Varini (Guerini) comitis	4243	2/October	NA	NA	NA	NA	NA	
Varoci	4244	17/Februar	NA	NA	NA	NA	confessoris	
Vasii	4245	16/April	NA	NA	NA	NA	martiris,martirum	
Wasnulphi (Basnulfi)	4246	1/October	14/Februar	NA	NA	Basnulfi	episcopi,episcoporum$confessoris	
Vedardi	4247	1/März	NA	NA	NA	NA	episcopi,episcoporum	
Vedasti et Amandi *)	4248	6/Februar	14/Februar	NA	NA	Amandi et Vedasti$Germani	episcopi,episcoporum$confessoris	
Venantii Freising, *Goslar. || Translatio Matthie, Rustici, Venantii Goslariam	4249	16/November	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Venantii (Turonen.)	4250	11/October	NA	NA	NA	NA	abbatis$confessoris	
Venantii	4251	18/Mai	NA	NA	NA	NA	martiris,martirum	
Venantii Vivarien	4252	5/August	NA	NA	NA	NA	episcopi,episcoporum	
Wenceslai (Veneslai) regis (ducis Boemie)	4253	28/September	NA	NA	NA	NA	martiris,martirum	
Wendalini	4254	21/October	NA	NA	NA	NA	confessoris	
Wenefrede	4255	3/November	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Venerandi Arvernen	4256	18/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Venerandi (Venerande )	4257	14/November	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Venerie	4258	28/Juli	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Venerii Mediolanen	4259	6/Mai	NA	NA	NA	NA	episcopi,episcoporum	
Venerii	4260	1/März	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Venerii (2)	4261	13/September	NA	NA	NA	NA	presbyteri$eremite	
Venture	4262	24/April	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Venture ord. crucifer. (saec. XIV.)	4263	3/Mai	NA	NA	NA	NA	confessoris$beati,beate	
Venture (2)	4264	7/September	NA	ca. 1250	[Tiferno] A.S.	NA	presbyteri$martiris,martirum	
Venusti Agathen	4265	19/August	NA	NA	NA	NA	episcopi,episcoporum	
Venustiani	4266	18/April	NA	NA	NA	NA	martiris,martirum	
Weomadi	4267	8/November	NA	NA	NA	NA	episcopi,episcoporum	
Verani (Urani) (Cavallionen.)	4268	11/November	14/Februar	NA	NA	Urani	episcopi,episcoporum$confessoris	
Verani Vencien	4269	9/September	14/Februar	NA	NA	Urani	episcopi,episcoporum	
Werburgis filie regis	4270	3/Februar	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Verdiane (Viridiane) ord. Vallumbrosan	4271	1/Februar	14/Februar	1242	[Florenz, Castel Fiorentino] A.S.	Viridiane	virginis,virginum_or_(vor_Namen)_venerabilis	
Vere et Supporine	4272	24/Januar	14/Februar	NA	NA	Supporine	virginis,virginum_or_(vor_Namen)_venerabilis	
Verecundi Veronen	4273	22/October	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Veredemi Avenionen	4274	17/Juni	NA	NA	NA	NA	episcopi,episcoporum	
Veredemii	4275	23/August	NA	NA	NA	NA	confessoris$eremite	
Verembaldi	4276	10/November	NA	NA	NA	NA	monachi	
Veremundi Hyrachen	4277	8/März	NA	1092	[Pampelona] A.S.	NA	abbatis	
Verene	4278	1/September	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Werenfridi	4279	14/August	NA	NA	NA	NA	presbyteri$confessoris	
Veri (Viri) Viennen	4280	13/Januar	14/Februar	NA	NA	Viri	episcopi,episcoporum	
Veri Viennen	4281	1/August	14/Februar	NA	NA	Viri	episcopi,episcoporum	
Veri Salernitani	4282	23/October	14/Februar	NA	NA	Viri$Reveriani	episcopi,episcoporum	
Verissimi. Maximi (Maxime), Julie Ulixbone	4283	1/October	14/Februar	NA	NA	Viri	martiris,martirum	
Vernagali ord. Camaldul	4284	20/April	NA	NA	NA	NA	confessoris	
Werneri pueri (a Judeis occisi)	4285	19/April	NA	1287	[Trier, Oberwesel] A.S.	NA	NA	
Veroli (Veruli)	4286	17/Juni	14/Februar	NA	NA	Veruli	presbyteri	
Verone	4287	29/August	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Veroni	4288	30/März	NA	NA	NA	NA	confessoris	
Veronice Hierosolymitane	4289	4/Februar	NA	NA	NA	NA	vidue	
Veronice de Binasco	4290	13/Januar	NA	1497	[Mailand] A.S.	NA	virginis,virginum_or_(vor_Namen)_venerabilis$beati,beate	
Veronice de Julianis abbatisse	4291	9/Juli	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Werrici prioris ord. Cist	4292	12/Mai	NA	1217	[Tournai] Potth.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Vertoarie	4293	4/December	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Veterini	4294	23/Februar	NA	NA	NA	NA	confessoris	
Viatoris transitus	4295	21/October	NA	NA	NA	NA	confessoris	
Viatoris	4296	29/Mai	NA	NA	NA	NA	confessoris	
Viatoris (2)	4297	5/August	NA	NA	NA	NA	confessoris	
Viatoris Bituricen	4298	5/August	NA	NA	NA	NA	episcopi,episcoporum	
Viatoris Bergomen	4299	14/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Wibaldi Autissiodoren	4300	12/Mai	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$episcopi,episcoporum	
Wiborade ord. Ben	4301	2/Mai	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte	
Wicberti, Wigberti (Fritzlarien.)	4302	13/August	14/Februar	NA	NA	Wigberti	abbatis$confessoris	
Wicberti fundat. Gemblacen. ord. Ben	4303	23/Mai	14/Februar	NA	NA	Wigberti	monachi$sancti,sancte	
Vicelini Aldenburgen	4304	12/December	22/December	1154	[Bremen] D. (auch  December 22 ) .	NA	episcopi,episcoporum	
Vicinii Sassinaten	4305	28/August	NA	NA	NA	NA	episcopi,episcoporum	
Wicterpi Augustani	4306	18/April	14/Februar	NA	NA	Wicberti	episcopi,episcoporum	
Victoria regis Philippi pulchri	4307	17/August	NA	NA	NA	NA	NA	
Victoriani Asanen	4308	12/Januar	NA	NA	NA	NA	abbatis	
Victoriani	4309	23/März	NA	NA	NA	NA	martiris,martirum	
Victorici, Fusciani et Gentiani	4310	11/December	14/Februar	NA	NA	Septimi et Victorici	martiris,martirum	
Victorie	4311	24/April	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Victorie (2)	4312	23/December	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Victorie Furnarie institutricis ord. Annunciatarum	4313	15/December	NA	1617	[Genua] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis$vidue	
Victorini et Victoris (auch umgekehrt geordnet)	4314	25/Februar	14/Februar	NA	NA	Victoris et Victorini$Herculiani et Victorini$Severi, Severini, Victorini et Carpofori$Valentini, Feliciani et Victorini$Euthicetis et Victorini	martiris,martirum	
Victorini	4315	5/März	14/Februar	NA	NA	Herculiani et Victorini$Severi, Severini, Victorini et Carpofori$Valentini, Feliciani et Victorini$Euthicetis et Victorini	martiris,martirum	
Victorini (2)	4316	7/März	14/Februar	NA	NA	Herculiani et Victorini$Severi, Severini, Victorini et Carpofori$Valentini, Feliciani et Victorini$Euthicetis et Victorini	martiris,martirum	
